,addresses,postal_codes,districts,house_types,Sold:,List:,Taxes:,DOM:,Lot:,Rms:,Bedrooms:,Washrms:,Client Remks:,Extras:,Brkage Remks:,Kitchens:,Fam Rm:,Basement:,Fireplace/Stv:,Heat:,A/C:,Central Vac:,Apx Age:,Apx Sqft:,Assessment:,POTL:,Laundry lev:,Exterior:,Drive:,Gar/Gar Spcs:,Drive Pk Spcs:,Tot Pk Spcs:,UFFI:,Pool:,Prop Feat:,Zoning:,Cable TV:,Hydro:,Gas:,Phone:,Water:,Water Supply:,Sewer:,Waterfront:,Retirement:,Farm/Agr:,Oth Struct:,,Spec Desig:
25,5 Havenbrook Blvd,M2J1A3,Toronto C15,Bungalow-Raised,"$1,412,500","$1,499,000","$5,700.00",36,57 x 150 Feet,7,4,3,"Well Cared For, Perfect For Every Family! 4 Bedroom Home In High Demand Henry Farm - Backing To Ravine, Steps To Havenbrook Park, Community Tennis Club, 10 Min Walk To Subway + Shopping. Add Your Personal Touch To This Great Family Home With Pool + Private Yard.","Fridge, B/I Oven, Cooktop, Washer, All Elf + Pool Equipment. Newer A/C + Furnace.",Easy To Show. Colatteral Agreement. Pls Attach Sch B & Form 801 To All Offers. Deposit Cheque To Be Cert Chq/Bank Draft. Email All Offers To Offers@Terrequity.Com,1,N,Finished / Full,Y,Forced Air / Gas,Central Air,,51-99,,,,,Alum Siding / Brick,Pvt Double,Attached / 2.0,2,4,,Inground,"Hospital, Park, Public Transit, Ravine, School",,,,,,Municipal,,Sewers,,,,,,Unknown
26,20 Caines Ave,M2M1G2,Toronto C07,2-Storey,"$1,400,000","$1,599,000","$4,741.76",12,72.2 x 134.11 Feet,7 + 2,4 + 1,2,"Note Huge Lot Size. Solid 4 Bedroom Home With One Bedroom Converted To A Dressing Area In Mbr, But Easily Converted Back To 4Br If Needed. Fabulous Landscaping Very Private Rear Yard. Well Maintained And Clean Home, All Mechanical Updates In Last 10 Years (I.E Windows, Roof, Furnace, Cac) . Build On The Oversize Lot, Or Renovate/ Add On And Realize Your Dreams. Walk To Great Schools, Transit, Shops, And Parks.","Fridge, Stove, Washer, Dryer, Freezer In Bsmt, All Window Coverings, All Elf, Gdr Opener. Existing Chair Lift Can Be Removed Or Stay. Existing Survey Available. Please Respect Showing Times Listed Below.",Lock Box For Easy Showing. No Sunday Showings! No Showings 1Pm -3Pm Or After 830 Pm On Other Days. All Measurements And Amounts To Be Verified. Please Attach Schedule B And Form 801 To Offer. Offers Anytime!,1,N,Finished,N,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Attached / 1.0,4,5,,None,"Library, Park, Place Of Worship, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
27,28 Canary Cres,M2K1Z1,Toronto C15,Bungalow,"$1,900,000","$1,950,000","$6,676.02",9,52 x 116 Feet,6 + 3,3 + 1,2,"Superb Bayview Village Bungalow >>> Dining Room Walk-Out To Private Patio & Professionally Landscaped Garden >>> Gourmet Kitchen With Porcelain Floors >>> Broadloom Over Hardwood Floors >>> 2 Gas Fireplaces >>> Roof Stripped 2000 >>> Eaves & Soffits 2012 >>> 1,304 S.F. Above Ground >>> Earl Haig School District >>> See Attached Floor Plans & Virtual Tour <<<","Stove, Fridge, Dishwasher, Microwave, Washer, Dryer, Window Coverings, Electric Light Fixtures ( Excl. Dining Chandelier), Auto Garage Door Opener & 2 Remotes, Hwt(R), Mid-Eff F.A.G 2002, C.A.C. 2002, 100 Amp Circuit Breakers, Garden Shed.","Please Provide Cell Number When Booking Appointments >>> Please Email Offers To John@Thegerbergroup.Com >>> Please Attach Schedule B & Copy Of Bank Draft Of No Less Than $100,000 <<<",1,N,Finished,Y,Forced Air / Gas,Central Air,,,,,,,Brick / Stone,Private,Attached / 2.0,2,4,,None,,,,,,,Municipal,,Sewers,,N,,,,Unknown
28,110 Horsham Ave,M2N1Z9,Toronto C07,2-Storey,"$3,030,000","$3,200,000","$10,216.40",9,55 x 132 Feet,9 + 3,4 + 1,6,"Nothing Else Compares!!! Exec 4Bed/6Bath Home On Rare 55' South Facing Mature Landscaped Lot- Just Steps To Yonge Subway! The Epitome Of Refinement, Elegance & Master Crftship Thru-Out. Dbl Dor Entry W/ Hollywood Style Foyer Greets & Leads You To Lrge Prinp Rms & Sun Drenched Open Flr Pln. Dream Chef's Kitch W/ Top-Line App. & Masv Island O/Lk Fam Rm & Sep Brkfst Rm W/ W/Out-2 Tier Deck/Fenced Lot. Frml Din Rm Set For A King & His Guests!","Master Retreat W/ Sit Area, W/O-Balcny, Spa-Like Bath, Dream Clst/Dress Area. Other 3Bdrm R Lrg W/ Plty Of Clst-Ideal For Growing Fam. Sep Ent To Indept Inlaw/Nanny Suite-Full Kitch & Ens. Lrg Theatre Rm/Exc Rm.Steps To Everything!",To Book Showing -Click Online Button Above Listing Or Call Appt Desk @ 647-749-4013. Show With Confidence. Min. 5% Certified Bank Draft. Pls Attach Schedule B & Form 801 To All Offers. .Seller Does Not Warrant Retrofit Of Basement. Call Re Inclus/Exclu List.,1,Y,Fin W/O,Y,Forced Air / Gas,Central Air,,,,,,,Brick / Stone,Pvt Double,Built-In / 2.0,4,6,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
29,405 Douglas Ave,M5M1H3,Toronto C04,2-Storey,"$3,430,000","$3,549,000",$0.00,54,40 x 106 Feet,9 + 2,4 + 1,5,Contemporary Masterpiece In The Neighborhood! This Stunning Custom Build Exudes The Finest Of Finishes Throughout Including Open Concept Foyer Open To Huge Living/Dining Areas W/Custom 'Elegant' Kitchen Open To Large Family Room W/W-Out To Deck And South Facing Yard. Master Boasts Stunning 8Pc Ensuite W/ Walk-In Closet Plus 3 Sizable Bdrms W/ Ensuites. Basement Has Soaring Ceilings W/Radiant Flooring W/Guest Suite Plus W-Out To Yard.,"Fridge/Freezer,Miele Dishwasher,Miele 6 Burner Gas Cooktop,2 Miele Ovens Miele Microwave, Miele Cappuccino Maker, Bosch F/L Washer/Dryer, Lg F/L Washer/Dryer, All Elfs, Control 4 Home Automation, Cac, Cvac, Alarm Control Pads + Motion","Pls Attach Schedule ""B"" & Form 801 & Cheque To Be Certified. Pls Refer To Feature Sheet For List Of Inclusions.**Taxes Have Not Yet Been Assessed. Pls Allow 3 Hrs Notice As L/A To Be Present. Not To Be Missed! Thanks For Interest And Showing!",1,Y,Finished,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Built-In / 2.0,4,4,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
30,89 Tavistock Rd,M3M 2N8,Toronto W05,Bungalow,"$799,000","$815,000","$3,407.49",10,50 x 120 Feet,6 + 4,3 + 2,2,"Location! Situated In The Desirable Downsview Rode Neighbourhood, Just Minutes To The 401, Public Transit, Hospital And All Amenities.  This Fabulous Bungalow Faces Onto The Quiet Side Street Of Dalraith.  Concrete Driveway Parks 4 Cars, Separate Entrance To Finished Basement With 2 Bedrooms, A 4 Pc Bath, Huge Rec Room With Wet Bar, Massive Laundry Room Would Easily Convert Into A Kitchen. Meticulously Maintained, Hardwood Floor Throughout Most Of Main Level","Huge Principal Rooms, Renovated Family Kitchen, And 3 Spacious Bedrooms, Vinyl Windows, Oil Tank New 2012, Oversized Single Garage. This Home Boasts Pride Of Ownership. Incl: All Kitchen Appl; Elfs; Window Treatments; Egdo.","Hwt Tank Rental (New 8/17).  Offers Welcome Anytime, Please Allow 48 Hour Irrev. As Seller Is Out Of Town. Email Offers To Deborah.Khoury@Sympatico.Ca. Please Include 801 And Sch. B, Certified Cheque. Vacant Property Easy To Show.  Thank You For Showing This Lovely Home.",1,N,Finished / Sep Entrance,N,Forced Air / Oil,Central Air,,51-99,1100-1500,,,,Brick,Private,Attached / 1.0,4,5,,None,"Fenced Yard, Hospital, Library, Park, Public Transit, School",,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
31,23 North Bonnington Ave,M1K1X3,Toronto E04,2-Storey,"$550,000","$574,500","$1,984.94",79,25 x 149.83 Feet,7 + 1,3,2,"For The Family That Entertains. This 3 Bedroom Oasis In The City Will Make You Want To Take A Staycation Every Year. Relax In The Gazebo, Soak In The Hot Tub Or Swim In The Pool. All Are Possible In This 149 Foot Deep Yard. Enjoy Hobbies In The Backyrd Wrkshp. Inside You'll Find A Family Rm,Renovated Eat-In Kitchen, And Large Living Rm/Dining Rm. The Practical Side Is Covered Too, With Newer Wndws, Furnace, Cac, 100 Amp Service. Take Your Chance To Live Here.","Fridge, Stove, B/I Dw, Washer, Dryer, Gb & E, Cac ('10), Hwt (R), 100 Amp Brkrs, Nwr Flrng, Nwr Wndws (3Yr), Abv Grd Pool, Hot Tub,  & Equip, Pwrd Wrkshp, Gazebo, Jacuzzi Tub, Nwr 6 Panel Drs, Elf's, Ceiling Fans, Wndw Coverings","Motivated Seller. Easy To Show With 30 Min Notice. Lkbx. Please Keep Cat(S) In. Great Family And/Or Entertainers Home. Please Include Survey, Sch B & Form 801 W/Offer. Deposit By Bank Draft Or Certified Cheque.",1,Y,Part Fin,N,Forced Air / Gas,Central Air,N,,,,,,Vinyl Siding,Private,None / 0.0,3,3,,Abv Grnd,"Fenced Yard, Library, Park, Place Of Worship, Public Transit, School",Residential,,,,,Municipal,,Sewers,,N,,Garden Shed,Workshop,Unknown
32,2 Hubert Ave,M1K1Z6,Toronto E04,1 1/2 Storey,"$610,000","$619,000","$2,167.12",39,40 x 108 Feet,5 + 3,3 + 2,2,"Reno'ed Nearly Top To Bottom!! Modern Kitchen W/ Quartz Counter-Tops, Glass Backsplash And Breakfast Bar For 4, New Furnace, New A/C, Most Windows And Doors. Sep. Entrance To Basement With A Huge Lot Tons Of Potential To Build Bigger. Lowest Priced Detached Home In Toronto!! Condo Alternative. Great Potential For A Long Term- Soon Can Be A Premium Lot! Offers Anytime! Bring Any Reasonable Offer","S/S Fridge, Stove, B/I Microwave&Dishwasher. Washer & Dryer. All Elfs All Window Coverings. Small Renovation Can Make This A Two Unit Income Property, Or Leave It As One Family Home. Move In Ready! This Is Your Chance To Own A Detached Home",Lockbox For Easy Showings. Offers Anytime! Garage Can Be Removed Before Closing If Buyer Prefers. All Reasonable Offers Will Be Considered. Motivated Seller!,1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,,,,,,,Alum Siding,Private,Detached / 0.0,3,3,,None,"Place Of Worship, Public Transit, Rec Centre, School, School Bus Route",,,,,,Municipal,,Sewers,,,,,,Unknown
33,4 Seabury Gate,M1T1L8,Toronto E05,Bungalow,"$837,500","$850,000","$3,367.78",19,41.33 x 97.75 Feet,6 + 4,3 + 2,2,"Ranch-Style Bungalow On A Corner Lot! Renovated & Turnkey! The Spacious Main Floor Boasts A Modern Kitchen With Stainless Steel Appliances, Tile Backsplash/Floors, An Open Concept Living Space, 3 Bedrooms & A Renovated Bathroom With Glass Shower Doors. Lower Level Offers 2 Bedrooms, A 4 Pc Renovated Bathroom, A Kitchen & Large Rec Room. Side By Side Parking. Close To 401, Dvp, 404. Near Ttc, Parks W/Tennis Court, Dining, Shops & More!","In The High Demand, Established But Transforming, Wishing Well Community! Incl: Stainless Steel Fridge, Stove & B/I Dishwasher. Living/Dining Room Curtains, Bedroom Blinds. Basement Fridge & B/I Dishwasher. Stackable Washer/ Dryer. 2 Sheds.",Show With Confidence! Lockbox For Easy Showings. Attach Schedule B And Form 801. Property Taxes & Room Measurements Are Approximate And To Be Verified By Buyer. Deposit Cheque To Be Certified.,1 + 1,N,Finished,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Attached / 1.0,2,3,No,None,"Park, Public Transit, School",,,,,,Municipal,,Sewers,,N,,,,Unknown
34,37 Cuthbert Cres,M4S2G9,Toronto C10,2-Storey,"$1,789,000","$1,789,000","$6,094.44",7,34 x 125 Feet,7 + 2,4,2,"Move In Or Create Your Dream Home On One Of The Very Best Streets In Davisville Village! Extra Wide, Professionally Landscaped Lot (Approx 4250 Sq Ft) With Double Garage & Private Drive. Mature, Quiet, Tree Lined Crescent Is Easy Walking Distance To Subway & Steps To Yonge St Shops. Updated Electrical & Plumbing; High-Efficiency Furnace; Pella Windows. Fabulous June Rowlands Park With Playgrounds, Tennis, Baseball & More!","Walk Score 94, Transit Score 93. ""Above Average"" Baker Street Inspection Report. Stove, Fridge, Dishwasher, Microwave, Washer & Dryer; Window Coverings, Electric Light Fixtures.",Offers Welcome Anytime Via Email To: Peterspence@Royallepage.Ca. Minimum 5% Deposit By Bank Draft Or Certified Cheque. Please Attach Schedule B And Form 801. There Are Three Executors Who Travel Frequently; Please Speak With Listing Agent Before Writing Offer.,1,N,Full,Y,Water / Gas,Wall Unit,,,,,,,Brick,Private,Detached / 2.0,2,4,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
35,142 Ranleigh Ave,M4N1W9,Toronto C04,2-Storey,"$2,785,000","$2,899,900","$10,395.30",60,25 x 148 Feet,8 + 2,4 + 1,4,"5 Yrs New Custom Built Home In Bedford/Wanless Park, 148' Deep Lot, 10' Ceilings. Open Concept, Gourmet Kitchen W/Large Center Island. Fireplace, Skylights, Heated Flr And Steam Bath In Master Washroom. Rough-In Home Theatre. Second Flr Laundry Rough-In. Professionally Landscaped Backyard Oasis... 5 Minutes Walk To Subway And Yonge St.. Top Public & Private Schools. Close To Everything. Fabulous Family Friendly Neighbourhood, A Wonderful Place To Call Home.","Tarion Warranty. Stnlss Kitchn Appl;Kitchnaid 42' Fridg,Dshwsr,Gas Cooktop. Wall Ovn.Pansonic Micrwve,Exhaust Hd,Samsng Wshr Dryr,Cntrl Vac & Access.Secuty Sys Hrdwr,Speakrs,Audio Video Intrcom.Cntrl Air.Costombuilt Tool Shed, Play House.","Home Inspection Report Available Upon Request. Showing 8Am-9Pm. Offers Are Reviewed On July 17 @7:30Pm At La Office. Seller Reserves Right To Review Pre-Emptiive Offers. Buyer/Buyer's Agent To Verify Measurements & Taxes. One Of Seller Is Realtor, Pls Bring Disclosure.",1,Y,Finished / W/O,Y,Forced Air / Gas,Central Air,Y,0-5,2000-2500,,,,Brick / Stucco/Plaster,Rt-Of-Way,Built-In / 1.0,1,2,,None,"Library, Park, Public Transit, Rec Centre, School",,,,,,Municipal,,Sewers,,,,,,Unknown
36,103 Holwood Ave,M6M1P7,Toronto W03,Bungalow,"$520,000","$534,900","$2,133.81",41,22 x 47 Feet,5 + 2,1 + 1,2,"Fantastic Opportunity For 1st Time Buyers Or Retiree Condo Alternative!Beautifully Updated!Family Size Eat-In Kit .Upd'd Baths&Flrs.Private Fenced Bkyrd Perf For Entnmt,Nicely Fin. Bsmt. Bsmt Windows Newer (2014),Newer Shingles (2011), Newer Chimney Liner&New Wood Veranda W/Vinyl Rails (2016)&Back Dr. Mosaic Flr In Lndry. Skylight.Steps To Free York Rec Centre, Ttc, Eglinton Subway,Black Creek&401,Shops,Rstnts,Church,Schools.Economic To Carry!","Elf's,3 Ceiling Fans, Heating & Equip, Hwt Owned, Fridge, Stove, S/S Dw, Washer/Dryer, Wndw Covers, Garden Shed, Bdrm Wardrobe. Heat Monthly Equal Payment Approx $60/Mo. **Excl Curtain In Master Bdrm** **Den Can Be Used As 2nd Small Bdrm**",Please Attach Schedule 'B' And Form '801' To Offers. Certified Cheque/Bank Draft To Accompany Offers. Lockbox For Easy Showings. Thank You For Showing!! **Irregular Lot**,1,N,Finished,N,Radiant / Gas,Wall Unit,,,,,,,Alum Siding / Insulbrick,None,None / 0.0,0,0,,None,Y,,,,,,,Municipal,,Sewers,,,,,
37,80 Snider Ave,M6E4S1,Toronto W04,Bungalow-Raised,"$740,000","$649,000","$2,910.12",14,25 x 125 Feet,6 + 3,3 + 3,4,"Location Location; Beautiful Quiet Street, Fully Detached Brick Bungalow W/Addition & 3-Sep.Entrances, Backyard Deck, Bright And Clean And Spacious; Hardwood Floors, Potlights,Flat Ceilings, 4 Car Parking Spaces, Large 2nd Floor Can Be Converted To 2 Bedrooms Or A Mini Suite, Live In And Rent Potential, Only 12 Minutes To Yorkdale Mall, Minutes To The Bus Stop, 1 Bus To Subway Station & Go Train, Open House Monday & Tuesday Sept 4th & 5th From 11Am-1Pm.","All Existing Appliances, 2 Washers, 2 Dryers, Dishwasher, Hot Water Tank (Owned), Furnace (2010), Air Conditioner (2016), Roof (2015), Elfs, Window Blinds/Coverings;Front Parking Pad Fits 2 Cars Tandem Plus Parking At The Back","Seller And Agents To Not Warrant The Retrofit Status Of Bsmt; Buyer Must Verify All Measurements. Offer(S) Accepted Tuesday September 5th, 2017 - Pls Register Offer(S) By 5 P.M. Seller Reserves The Right To Review & Accept Pre-Emptive Offers.",1 + 2,Y,Apartment / Sep Entrance,N,Forced Air / Gas,Central Air,,,,,,,Brick,Private,None / 0.0,2,4,No,None,Public Transit,Residential,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
38,5 Auld Croft Rd,M9W6E3,Toronto W10,2-Storey,"$655,000","$669,000","$2,476.76",83,25 x 100 Feet,8 + 1,4 + 1,3,"Humber College Location, Walking Distance From College, Ttc, 4 Bedrooms On Second Floor, Finished 1 Bedroom Basement With Separate Entrance. Freshly Painted ,New Laminate Floor In Dining And  On Second Level, Great Income Potential For Investor Or For Family Home.","3 Refrigerators, 2 Stoves, Washer, Dryer, Cac, All Elfs, Heating Furnace",Easy Showing With Lock Box. No Survey. Seller And Sellers Agent Do Not Warrant Retrofit Status Of Apartments. Attach Sch B With All Offers. Freshly Painted And New Floor On Second Level.,1 + 1,N,Apartment / Sep Entrance,Y,Forced Air / Gas,Central Air,,,,,,,Alum Siding / Brick,Private,Attached / 1.0,2,3,,None,"Public Transit, School, School Bus Route",,,,,,Municipal,,Sewers,,,,,,Unknown
39,110 Lakeside Ave,M1N 3C1,Toronto E06,1 1/2 Storey,"$816,000","$789,000","$4,254.39",8,50 x 150 Feet,7 + 2,3,2,"*Attention Builders, Renovators Or Anyone Wishing To Live On A Quiet, Child Safe Street Just North Of Lake Ontario And South Of Kingston Road! *Note Lot Size - Approx 50'Wide X 150'Deep *About 20 Minutes To Downtown Toronto! *Short Walk To Birchcliff Public School, Immaculate Heart Of Mary Separate School & Birchmount Park High School *Short Drive To ""The Beach"" With Its World Famous Boardwalk! House Features Hardwood Floors And Sunroom Addition.",,"*Collateral Agreement *Offers, If Any, To Be Presented September 5th, 2017",1,N,Part Fin,N,Water / Gas,None,,,,,,,Brick,Private,Attached / 1.0,2,3,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
40,33 Westchester Rd,M6M2S4,Toronto W04,1 1/2 Storey,"$799,000","$799,000","$3,089.90",40,50 x 124.6 Feet,6 + 1,4,3,"Very Well Maintained, Spacious, 4 Bedroom, Detached Home In Desirable Brookhaven Neighbourhood. Situated On A Large Lot With Ample Private Drive Parking. Hardwood And Laminate Flrs Throughout. Jet And Massage Shower On 2nd Flr Bath, Crown Moulding On Lr/Dr And Main Flr Bath. Lots Of  Led Pot Lights.  Extra Storage Space In Newly Renovated Bsmt With Separate Side Entrance.Close To Schools, Parks And Highways.","Fridge,Stove, Dishwasher, Microwave Oven, Washer/Dryer, Window Coverings, Elf's, Central Vac(Main & Bsmt Only), Central Air And Gas Furnace 2011( Rented), Stripped Roof ( 2014), Siding,  Soffit & Eaves 2014, Main Flr Windows 2016.",Attach Schedule B To All Offers. Thanks For Showings.,1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,Y,,,,,,Brick,Private,Detached / 1.0,4,5,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
41,87 Pritchard Ave,M6N1T9,Toronto W03,2-Storey,"$859,000","$899,000","$2,825.23",69,25 x 110 Feet,6 + 2,3 + 1,3,"This Well-Maintained & Sun-Filled Detached Home Is Set On A  Quiet Street In A Prime Location And Is Steps To Trendy Junction Area. 3 Good Size Brs.,A Library, 3 Full Bath, Large Eat-In Kitchen, Spacious Living & Dining, Finished Bsmt With Self-Contained Apt. & Separate Entrance, Extra Large Porch & Double Car Garage. Proximity To All Amenities, Hwy401/400 & Public Transit. Don't Miss!!","All Existing Appliances Including 2 Fridges, 2 Stoves & Vent Hoods, Washer & Dryer, All Elfs & Window Coverings.",2 Hrs. Advance Showing Notice. Offers Any Time. 5% Deposit Chq. Or Bank Draft With Offers. Seller & La Do Not Warrant The Retrofit Status Of Basement.,1 + 1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,,51-99,,,,,Alum Siding / Brick Front,Mutual,Detached / 2.0,2,4,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
42,50 Shilton Rd,M1S,Toronto E07,Bungalow,"$968,000","$999,999","$3,976.50",83,52 x 150 Feet,7 + 4,3 + 3,2,Gorgeous Custom Large Bungalow With Addition ~ 52X150 Ft Lot~ Sought After Location~ Agincourt C.I. ~ Great Schools~  One Of A Kind Property~ Professional Landscaping~ Designer Gourmet Kitchen~ Custom Cabinetry~ Centre Island~ B/I Appliances~ Skylights~ Beautiful Solarium~ W/O To Huge Covered Deck~ Interlock Brick Patio Front & Backyard~ 2 Staircase To Basement~ In-Law Potential~ Immaculately Cared For And Maintained~ Stunning Home!!!,"All Electric Light Fixtures, Wdw Coverings, Fridge, B/I Oven, Cook Top, Washer, Dryer, B/I Dishwasher, Micro-Wave Oven, B/I Wine Fridge, Cvac, B/I Closet, Shelves In Mbr & Br2, 3 Bar Stools, Garage Dr Opener & Remote, Garden Shed.","Your Search Ends Here !! This Is The One You Been Waiting For!  Show And Sell ! Please Include Form 801 & Sch B With Offer,   24 Hrs Irrevocable,  Seller Request 5% Bank Draft Deposit Herewith.   Thanks For Showing!",1,N,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,Y,,,,,,Brick / Stone,Pvt Double,Attached / 1.0,6,7,,None,"Park, Place Of Worship, Public Transit, Rec Centre, School, School Bus Route",,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
